Crop,Year,Area,Quantity,Production,state,Cost,Variety,Season,Recommended Zone,Unit
Maize,2010-11,169.1,169.1,286.0,Karnataka,581.69,HQPM-4,95,"Punjab, Haryana, Delhi, West and Central UP, Bihar, Jharkhand, Orissa, Eastern UP, Andhra Pradesh, Karnataka, Tamilnadu, Maharashtra, Rajasthan, Madhya Pradesh, Gujarat and Chhattisgarh under Kharif Season.",Tons
Maize,2010-11,169.1,169.1,286.0,Karnataka,581.69,MCH 36 (Hybrid) (DKC 9099),99,"Karnataka, Tamil Nadu and Maharashtra in Kharif season under irrigated and rainfed conditions.",Tons
Maize,2010-11,169.1,169.1,286.0,Rajasthan,658.77,HSC1,80-82,Himachal Pradesh and Uttarakhand under Kharif season.,Tons
Maize,2010-11,169.1,169.1,286.0,Rajasthan,658.77,HQPM-4,95,"Punjab, Haryana, Delhi, West and Central UP, Bihar, Jharkhand, Orissa, Eastern UP, Andhra Pradesh, Karnataka, Tamilnadu, Maharashtra, Rajasthan, Madhya Pradesh, Gujarat and Chhattisgarh under Kharif Season.",Tons
Maize,2010-11,169.1,169.1,286.0,Rajasthan,658.77,MCH 36 (Hybrid) (DKC 9099),99,"Karnataka, Tamil Nadu and Maharashtra in Kharif season under irrigated and rainfed conditions.",Tons
Maize,2010-11,169.1,169.1,286.0,Uttar Pradesh,1387.36,HSC1,80-82,Himachal Pradesh and Uttarakhand under Kharif season.,Tons
Maize,2010-11,169.1,169.1,286.0,Uttar Pradesh,1387.36,HQPM-4,95,"Punjab, Haryana, Delhi, West and Central UP, Bihar, Jharkhand, Orissa, Eastern UP, Andhra Pradesh, Karnataka, Tamilnadu, Maharashtra, Rajasthan, Madhya Pradesh, Gujarat and Chhattisgarh under Kharif Season.",Tons
Maize,2010-11,169.1,169.1,286.0,Uttar Pradesh,1387.36,MCH 36 (Hybrid) (DKC 9099),99,"Karnataka, Tamil Nadu and Maharashtra in Kharif season under irrigated and rainfed conditions.",Tons
Maize,2010-11,169.1,169.1,286.0,Andhra Pradesh,840.58,HSC1,80-82,Himachal Pradesh and Uttarakhand under Kharif season.,Tons
Maize,2010-11,169.1,169.1,286.0,Andhra Pradesh,840.58,HQPM-4,95,"Punjab, Haryana, Delhi, West and Central UP, Bihar, Jharkhand, Orissa, Eastern UP, Andhra Pradesh, Karnataka, Tamilnadu, Maharashtra, Rajasthan, Madhya Pradesh, Gujarat and Chhattisgarh under Kharif Season.",Tons
Maize,2010-11,169.1,169.1,286.0,Andhra Pradesh,840.58,MCH 36 (Hybrid) (DKC 9099),99,"Karnataka, Tamil Nadu and Maharashtra in Kharif season under irrigated and rainfed conditions.",Tons
Groundnut,2006-07,124.1,92.8,115.2,Karnataka,3484.01,Girnar - 3 (PBS 12160),108,"West Bengal, Orissa and Manipur under Kharif rainfed condition.",Tons
Groundnut,2006-07,124.1,92.8,115.2,Karnataka,3484.01,Kadiri Harithandhra (K 1319),122,Karnataka and Maharashtra under timely sown irrigated condition in Rabi and Summer season.,Tons
Groundnut,2006-07,124.1,92.8,115.2,Karnataka,3484.01,GPBD 5,105-110,Jharkhand and Manipur in Kharif Season.,Tons
Groundnut,2006-07,124.1,92.8,115.2,Andhra Pradesh,2554.91,Girnar - 3 (PBS 12160),108,"West Bengal, Orissa and Manipur under Kharif rainfed condition.",Tons
Groundnut,2006-07,124.1,92.8,115.2,Andhra Pradesh,2554.91,Kadiri Harithandhra (K 1319),122,Karnataka and Maharashtra under timely sown irrigated condition in Rabi and Summer season.,Tons
Groundnut,2006-07,124.1,92.8,115.2,Andhra Pradesh,2554.91,GPBD 5,105-110,Jharkhand and Manipur in Kharif Season.,Tons
Groundnut,2006-07,124.1,92.8,115.2,Tamil Nadu,2358.0,Girnar - 3 (PBS 12160),108,"West Bengal, Orissa and Manipur under Kharif rainfed condition.",Tons
Groundnut,2006-07,124.1,92.8,115.2,Tamil Nadu,2358.0,Kadiri Harithandhra (K 1319),122,Karnataka and Maharashtra under timely sown irrigated condition in Rabi and Summer season.,Tons
Groundnut,2006-07,124.1,92.8,115.2,Tamil Nadu,2358.0,GPBD 5,105-110,Jharkhand and Manipur in Kharif Season.,Tons
Groundnut,2006-07,124.1,92.8,115.2,Gujarat,1918.92,Girnar - 3 (PBS 12160),108,"West Bengal, Orissa and Manipur under Kharif rainfed condition.",Tons
Groundnut,2006-07,124.1,92.8,115.2,Gujarat,1918.92,Kadiri Harithandhra (K 1319),122,Karnataka and Maharashtra under timely sown irrigated condition in Rabi and Summer season.,Tons
Groundnut,2006-07,124.1,92.8,115.2,Gujarat,1918.92,GPBD 5,105-110,Jharkhand and Manipur in Kharif Season.,Tons
Groundnut,2006-07,124.1,92.8,115.2,Maharashtra,3207.35,Girnar - 3 (PBS 12160),108,"West Bengal, Orissa and Manipur under Kharif rainfed condition.",Tons
Groundnut,2006-07,124.1,92.8,115.2,Maharashtra,3207.35,Kadiri Harithandhra (K 1319),122,Karnataka and Maharashtra under timely sown irrigated condition in Rabi and Summer season.,Tons
Groundnut,2006-07,124.1,92.8,115.2,Maharashtra,3207.35,GPBD 5,105-110,Jharkhand and Manipur in Kharif Season.,Tons
Groundnut,2007-08,139.1,156.3,217.5,Karnataka,3484.01,Girnar - 3 (PBS 12160),108,"West Bengal, Orissa and Manipur under Kharif rainfed condition.",Tons
Groundnut,2007-08,139.1,156.3,217.5,Karnataka,3484.01,Kadiri Harithandhra (K 1319),122,Karnataka and Maharashtra under timely sown irrigated condition in Rabi and Summer season.,Tons
Groundnut,2007-08,139.1,156.3,217.5,Karnataka,3484.01,GPBD 5,105-110,Jharkhand and Manipur in Kharif Season.,Tons
Groundnut,2007-08,139.1,156.3,217.5,Andhra Pradesh,2554.91,Girnar - 3 (PBS 12160),108,"West Bengal, Orissa and Manipur under Kharif rainfed condition.",Tons
Groundnut,2007-08,139.1,156.3,217.5,Andhra Pradesh,2554.91,Kadiri Harithandhra (K 1319),122,Karnataka and Maharashtra under timely sown irrigated condition in Rabi and Summer season.,Tons
Groundnut,2007-08,139.1,156.3,217.5,Andhra Pradesh,2554.91,GPBD 5,105-110,Jharkhand and Manipur in Kharif Season.,Tons
Groundnut,2007-08,139.1,156.3,217.5,Tamil Nadu,2358.0,Girnar - 3 (PBS 12160),108,"West Bengal, Orissa and Manipur under Kharif rainfed condition.",Tons
Groundnut,2007-08,139.1,156.3,217.5,Tamil Nadu,2358.0,Kadiri Harithandhra (K 1319),122,Karnataka and Maharashtra under timely sown irrigated condition in Rabi and Summer season.,Tons
Groundnut,2007-08,139.1,156.3,217.5,Tamil Nadu,2358.0,GPBD 5,105-110,Jharkhand and Manipur in Kharif Season.,Tons
Groundnut,2007-08,139.1,156.3,217.5,Gujarat,1918.92,Girnar - 3 (PBS 12160),108,"West Bengal, Orissa and Manipur under Kharif rainfed condition.",Tons
Groundnut,2007-08,139.1,156.3,217.5,Gujarat,1918.92,Kadiri Harithandhra (K 1319),122,Karnataka and Maharashtra under timely sown irrigated condition in Rabi and Summer season.,Tons
Groundnut,2007-08,139.1,156.3,217.5,Gujarat,1918.92,GPBD 5,105-110,Jharkhand and Manipur in Kharif Season.,Tons
Groundnut,2007-08,139.1,156.3,217.5,Maharashtra,3207.35,Girnar - 3 (PBS 12160),108,"West Bengal, Orissa and Manipur under Kharif rainfed condition.",Tons
Groundnut,2007-08,139.1,156.3,217.5,Maharashtra,3207.35,Kadiri Harithandhra (K 1319),122,Karnataka and Maharashtra under timely sown irrigated condition in Rabi and Summer season.,Tons
Groundnut,2007-08,139.1,156.3,217.5,Maharashtra,3207.35,GPBD 5,105-110,Jharkhand and Manipur in Kharif Season.,Tons
Groundnut,2008-09,136.3,124.6,169.8,Karnataka,3484.01,Girnar - 3 (PBS 12160),108,"West Bengal, Orissa and Manipur under Kharif rainfed condition.",Tons
Groundnut,2008-09,136.3,124.6,169.8,Karnataka,3484.01,Kadiri Harithandhra (K 1319),122,Karnataka and Maharashtra under timely sown irrigated condition in Rabi and Summer season.,Tons
Groundnut,2008-09,136.3,124.6,169.8,Karnataka,3484.01,GPBD 5,105-110,Jharkhand and Manipur in Kharif Season.,Tons
Groundnut,2008-09,136.3,124.6,169.8,Andhra Pradesh,2554.91,Girnar - 3 (PBS 12160),108,"West Bengal, Orissa and Manipur under Kharif rainfed condition.",Tons
Groundnut,2008-09,136.3,124.6,169.8,Andhra Pradesh,2554.91,Kadiri Harithandhra (K 1319),122,Karnataka and Maharashtra under timely sown irrigated condition in Rabi and Summer season.,Tons
Groundnut,2008-09,136.3,124.6,169.8,Andhra Pradesh,2554.91,GPBD 5,105-110,Jharkhand and Manipur in Kharif Season.,Tons
Groundnut,2008-09,136.3,124.6,169.8,Tamil Nadu,2358.0,Girnar - 3 (PBS 12160),108,"West Bengal, Orissa and Manipur under Kharif rainfed condition.",Tons
Groundnut,2008-09,136.3,124.6,169.8,Tamil Nadu,2358.0,Kadiri Harithandhra (K 1319),122,Karnataka and Maharashtra under timely sown irrigated condition in Rabi and Summer season.,Tons
Groundnut,2008-09,136.3,124.6,169.8,Tamil Nadu,2358.0,GPBD 5,105-110,Jharkhand and Manipur in Kharif Season.,Tons
Groundnut,2008-09,136.3,124.6,169.8,Gujarat,1918.92,Girnar - 3 (PBS 12160),108,"West Bengal, Orissa and Manipur under Kharif rainfed condition.",Tons
Groundnut,2008-09,136.3,124.6,169.8,Gujarat,1918.92,Kadiri Harithandhra (K 1319),122,Karnataka and Maharashtra under timely sown irrigated condition in Rabi and Summer season.,Tons
Groundnut,2008-09,136.3,124.6,169.8,Gujarat,1918.92,GPBD 5,105-110,Jharkhand and Manipur in Kharif Season.,Tons
Groundnut,2008-09,136.3,124.6,169.8,Maharashtra,3207.35,Girnar - 3 (PBS 12160),108,"West Bengal, Orissa and Manipur under Kharif rainfed condition.",Tons
Groundnut,2008-09,136.3,124.6,169.8,Maharashtra,3207.35,Kadiri Harithandhra (K 1319),122,Karnataka and Maharashtra under timely sown irrigated condition in Rabi and Summer season.,Tons
Groundnut,2008-09,136.3,124.6,169.8,Maharashtra,3207.35,GPBD 5,105-110,Jharkhand and Manipur in Kharif Season.,Tons
Groundnut,2009-10,121.1,106.2,128.6,Karnataka,3484.01,Girnar - 3 (PBS 12160),108,"West Bengal, Orissa and Manipur under Kharif rainfed condition.",Tons
Groundnut,2009-10,121.1,106.2,128.6,Karnataka,3484.01,Kadiri Harithandhra (K 1319),122,Karnataka and Maharashtra under timely sown irrigated condition in Rabi and Summer season.,Tons
Groundnut,2009-10,121.1,106.2,128.6,Karnataka,3484.01,GPBD 5,105-110,Jharkhand and Manipur in Kharif Season.,Tons
Groundnut,2009-10,121.1,106.2,128.6,Andhra Pradesh,2554.91,Girnar - 3 (PBS 12160),108,"West Bengal, Orissa and Manipur under Kharif rainfed condition.",Tons
Groundnut,2009-10,121.1,106.2,128.6,Andhra Pradesh,2554.91,Kadiri Harithandhra (K 1319),122,Karnataka and Maharashtra under timely sown irrigated condition in Rabi and Summer season.,Tons
Groundnut,2009-10,121.1,106.2,128.6,Andhra Pradesh,2554.91,GPBD 5,105-110,Jharkhand and Manipur in Kharif Season.,Tons
Groundnut,2009-10,121.1,106.2,128.6,Tamil Nadu,2358.0,Girnar - 3 (PBS 12160),108,"West Bengal, Orissa and Manipur under Kharif rainfed condition.",Tons
Groundnut,2009-10,121.1,106.2,128.6,Tamil Nadu,2358.0,Kadiri Harithandhra (K 1319),122,Karnataka and Maharashtra under timely sown irrigated condition in Rabi and Summer season.,Tons
Groundnut,2009-10,121.1,106.2,128.6,Tamil Nadu,2358.0,GPBD 5,105-110,Jharkhand and Manipur in Kharif Season.,Tons
Groundnut,2009-10,121.1,106.2,128.6,Gujarat,1918.92,Girnar - 3 (PBS 12160),108,"West Bengal, Orissa and Manipur under Kharif rainfed condition.",Tons
Groundnut,2009-10,121.1,106.2,128.6,Gujarat,1918.92,Kadiri Harithandhra (K 1319),122,Karnataka and Maharashtra under timely sown irrigated condition in Rabi and Summer season.,Tons
Groundnut,2009-10,121.1,106.2,128.6,Gujarat,1918.92,GPBD 5,105-110,Jharkhand and Manipur in Kharif Season.,Tons
Groundnut,2009-10,121.1,106.2,128.6,Maharashtra,3207.35,Girnar - 3 (PBS 12160),108,"West Bengal, Orissa and Manipur under Kharif rainfed condition.",Tons
Groundnut,2009-10,121.1,106.2,128.6,Maharashtra,3207.35,Kadiri Harithandhra (K 1319),122,Karnataka and Maharashtra under timely sown irrigated condition in Rabi and Summer season.,Tons
Groundnut,2009-10,121.1,106.2,128.6,Maharashtra,3207.35,GPBD 5,105-110,Jharkhand and Manipur in Kharif Season.,Tons
Groundnut,2010-11,129.5,151.2,195.7,Karnataka,3484.01,Girnar - 3 (PBS 12160),108,"West Bengal, Orissa and Manipur under Kharif rainfed condition.",Tons
Groundnut,2010-11,129.5,151.2,195.7,Karnataka,3484.01,Kadiri Harithandhra (K 1319),122,Karnataka and Maharashtra under timely sown irrigated condition in Rabi and Summer season.,Tons
Groundnut,2010-11,129.5,151.2,195.7,Karnataka,3484.01,GPBD 5,105-110,Jharkhand and Manipur in Kharif Season.,Tons
Groundnut,2010-11,129.5,151.2,195.7,Andhra Pradesh,2554.91,Girnar - 3 (PBS 12160),108,"West Bengal, Orissa and Manipur under Kharif rainfed condition.",Tons
Groundnut,2010-11,129.5,151.2,195.7,Andhra Pradesh,2554.91,Kadiri Harithandhra (K 1319),122,Karnataka and Maharashtra under timely sown irrigated condition in Rabi and Summer season.,Tons
Groundnut,2010-11,129.5,151.2,195.7,Andhra Pradesh,2554.91,GPBD 5,105-110,Jharkhand and Manipur in Kharif Season.,Tons
Groundnut,2010-11,129.5,151.2,195.7,Tamil Nadu,2358.0,Girnar - 3 (PBS 12160),108,"West Bengal, Orissa and Manipur under Kharif rainfed condition.",Tons
Groundnut,2010-11,129.5,151.2,195.7,Tamil Nadu,2358.0,Kadiri Harithandhra (K 1319),122,Karnataka and Maharashtra under timely sown irrigated condition in Rabi and Summer season.,Tons
Groundnut,2010-11,129.5,151.2,195.7,Tamil Nadu,2358.0,GPBD 5,105-110,Jharkhand and Manipur in Kharif Season.,Tons
Groundnut,2010-11,129.5,151.2,195.7,Gujarat,1918.92,Girnar - 3 (PBS 12160),108,"West Bengal, Orissa and Manipur under Kharif rainfed condition.",Tons
Groundnut,2010-11,129.5,151.2,195.7,Gujarat,1918.92,Kadiri Harithandhra (K 1319),122,Karnataka and Maharashtra under timely sown irrigated condition in Rabi and Summer season.,Tons
Groundnut,2010-11,129.5,151.2,195.7,Gujarat,1918.92,GPBD 5,105-110,Jharkhand and Manipur in Kharif Season.,Tons
Groundnut,2010-11,129.5,151.2,195.7,Maharashtra,3207.35,Girnar - 3 (PBS 12160),108,"West Bengal, Orissa and Manipur under Kharif rainfed condition.",Tons
Groundnut,2010-11,129.5,151.2,195.7,Maharashtra,3207.35,Kadiri Harithandhra (K 1319),122,Karnataka and Maharashtra under timely sown irrigated condition in Rabi and Summer season.,Tons
Groundnut,2010-11,129.5,151.2,195.7,Maharashtra,3207.35,GPBD 5,105-110,Jharkhand and Manipur in Kharif Season.,Tons
Sugarcane,2006-07,142.6,105.1,149.8,Uttar Pradesh,93.64,Co-0218,360,"Tamil Nadu, Karnataka, Maharashtra, Kerala, Interior Andhra Pradesh.",Tons
Sugarcane,2006-07,142.6,105.1,149.8,Karnataka,86.53,Co-0218,360,"Tamil Nadu, Karnataka, Maharashtra, Kerala, Interior Andhra Pradesh.",Tons
Sugarcane,2006-07,142.6,105.1,149.8,Andhra Pradesh,119.72,Co-0218,360,"Tamil Nadu, Karnataka, Maharashtra, Kerala, Interior Andhra Pradesh.",Tons
Sugarcane,2006-07,142.6,105.1,149.8,Maharashtra,107.56,Co-0218,360,"Tamil Nadu, Karnataka, Maharashtra, Kerala, Interior Andhra Pradesh.",Tons
Sugarcane,2006-07,142.6,105.1,149.8,Tamil Nadu,85.79,Co-0218,360,"Tamil Nadu, Karnataka, Maharashtra, Kerala, Interior Andhra Pradesh.",Tons
Sugarcane,2007-08,140.0,104.8,146.7,Uttar Pradesh,93.64,Co-0218,360,"Tamil Nadu, Karnataka, Maharashtra, Kerala, Interior Andhra Pradesh.",Tons
Sugarcane,2007-08,140.0,104.8,146.7,Karnataka,86.53,Co-0218,360,"Tamil Nadu, Karnataka, Maharashtra, Kerala, Interior Andhra Pradesh.",Tons
Sugarcane,2007-08,140.0,104.8,146.7,Andhra Pradesh,119.72,Co-0218,360,"Tamil Nadu, Karnataka, Maharashtra, Kerala, Interior Andhra Pradesh.",Tons
Sugarcane,2007-08,140.0,104.8,146.7,Maharashtra,107.56,Co-0218,360,"Tamil Nadu, Karnataka, Maharashtra, Kerala, Interior Andhra Pradesh.",Tons
Sugarcane,2007-08,140.0,104.8,146.7,Tamil Nadu,85.79,Co-0218,360,"Tamil Nadu, Karnataka, Maharashtra, Kerala, Interior Andhra Pradesh.",Tons
Sugarcane,2008-09,122.2,98.3,120.1,Uttar Pradesh,93.64,Co-0218,360,"Tamil Nadu, Karnataka, Maharashtra, Kerala, Interior Andhra Pradesh.",Tons
Sugarcane,2008-09,122.2,98.3,120.1,Karnataka,86.53,Co-0218,360,"Tamil Nadu, Karnataka, Maharashtra, Kerala, Interior Andhra Pradesh.",Tons
Sugarcane,2008-09,122.2,98.3,120.1,Andhra Pradesh,119.72,Co-0218,360,"Tamil Nadu, Karnataka, Maharashtra, Kerala, Interior Andhra Pradesh.",Tons
Sugarcane,2008-09,122.2,98.3,120.1,Maharashtra,107.56,Co-0218,360,"Tamil Nadu, Karnataka, Maharashtra, Kerala, Interior Andhra Pradesh.",Tons
Sugarcane,2008-09,122.2,98.3,120.1,Tamil Nadu,85.79,Co-0218,360,"Tamil Nadu, Karnataka, Maharashtra, Kerala, Interior Andhra Pradesh.",Tons
Sugarcane,2009-10,115.6,106.6,123.2,Uttar Pradesh,93.64,Co-0218,360,"Tamil Nadu, Karnataka, Maharashtra, Kerala, Interior Andhra Pradesh.",Tons
Sugarcane,2009-10,115.6,106.6,123.2,Karnataka,86.53,Co-0218,360,"Tamil Nadu, Karnataka, Maharashtra, Kerala, Interior Andhra Pradesh.",Tons
Sugarcane,2009-10,115.6,106.6,123.2,Andhra Pradesh,119.72,Co-0218,360,"Tamil Nadu, Karnataka, Maharashtra, Kerala, Interior Andhra Pradesh.",Tons
Sugarcane,2009-10,115.6,106.6,123.2,Maharashtra,107.56,Co-0218,360,"Tamil Nadu, Karnataka, Maharashtra, Kerala, Interior Andhra Pradesh.",Tons
Sugarcane,2009-10,115.6,106.6,123.2,Tamil Nadu,85.79,Co-0218,360,"Tamil Nadu, Karnataka, Maharashtra, Kerala, Interior Andhra Pradesh.",Tons
Sugarcane,2010-11,135.2,106.7,144.3,Uttar Pradesh,93.64,Co-0218,360,"Tamil Nadu, Karnataka, Maharashtra, Kerala, Interior Andhra Pradesh.",Tons
Sugarcane,2010-11,135.2,106.7,144.3,Karnataka,86.53,Co-0218,360,"Tamil Nadu, Karnataka, Maharashtra, Kerala, Interior Andhra Pradesh.",Tons
Sugarcane,2010-11,135.2,106.7,144.3,Andhra Pradesh,119.72,Co-0218,360,"Tamil Nadu, Karnataka, Maharashtra, Kerala, Interior Andhra Pradesh.",Tons
Sugarcane,2010-11,135.2,106.7,144.3,Maharashtra,107.56,Co-0218,360,"Tamil Nadu, Karnataka, Maharashtra, Kerala, Interior Andhra Pradesh.",Tons
Sugarcane,2010-11,135.2,106.7,144.3,Tamil Nadu,85.79,Co-0218,360,"Tamil Nadu, Karnataka, Maharashtra, Kerala, Interior Andhra Pradesh.",Tons
